@context,@type,@id,name,description,address,url,telephone,publicAccess,geo/@type,geo/longitude,geo/latitude,image/@type,image/@id,image/contentUrl,image/author/@type,image/author/familyName,image/author/givenName,image/license,bayernCloudType,licence
https://schema.org,TouristAttraction,cf1b052bbb441ee69b3af40a60308cd6,Würzburg,"Fränkischer Wein, traditionelle Gerichte und eine ins UNESCO-Welterbe aufgenommene Residenz: Das unterfränkische Würzburg ist in jeder Hinsicht einen Ausflug wert, um in die Kulturgeschichte Nordbayerns einzutauchen.","Rückermainstraße 2, 97070 Würzburg",https://www.muenchen.travel/pois/berge-seen/wuerzburg,,true,GeoCoordinates,9.9277836,49.7940405,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,acb679966338ba75a12482cf0056eabc,Augsburg,"Wer in München ist, sollte sich auf keinen Fall Augsburg entgehen lassen. Nur rund 70 Kilometer entfernt, lässt sich die Stadt wunderbar bei einem Tagesausflug entdecken.","86152 Augsburg, Jakoberstrasse 26 ",https://www.augsburg-tourismus.de/de/,+49(0)821 50207-0,true,GeoCoordinates,10.903884,48.369749,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,2af6c97813d9e41c259d12b7757fa478,Bamberg,"Wer in den Norden von Bayern fährt, den erwartet dort ein Stückchen Süden, denn Bamberg wird auch Klein-Venedig oder das Fränkische Rom genannt. Und auch fernab von den italienischen Seiten gibt es in der oberfränkischen Stadt jede Menge zu entdecken.","96047 Bamberg, Obere Brücke",https://www.muenchen.travel/pois/berge-seen/bamberg,,true,GeoCoordinates,10.8873352,49.8915847,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,24ca7d57bfadc56e649ae7945b5c3246,Berchtesgaden,"Der mächtige Watzmann im Hintergrund, ein Ortskern mit mittelalterlichen Bauten: Für einen Tagesausflug ab München ist Berchtesgaden ein lohnendes Ziel – in jeder Hinsicht.",Berchtesgaden,https://www.berchtesgaden.de/home,+49 8652 6565070,true,GeoCoordinates,13.0000742,47.6301796,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,78264f80417497c52093fce07c8bff54,Dachau,Vom Garten des Dachauer Schlosses aus blickt man weit über das nur 20 Kilometer weit entfernte München. An besonderen Tagen ist die Aussicht gekrönt von einem sagenhaften Alpenpanorama. Zu Füßen der ehemaligen Sommerresidenz der Wittelsbacher liegt die malerische Dachauer Altstadt mit ihren bunten Häuserfassaden.,Dachau,https://www.dachau.de/tourismus.html,0049 8131 75286,true,GeoCoordinates,11.435442,48.259248,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,0bceb6bfe08cd125707576b96e3fdb11,Freising,"Die Freisinger Altstadt liegt am Fuße zweier Hügel. Auf dem einen steht der Dom, in dem Papst Benedikt XVI 1951 seine Priesterweihe erhielt. Auf dem anderen das ehemalige Benediktinerkloster Weihenstephan mit einer der ältesten Brauereien der Welt.   ",Freising,https://www.muenchen.travel/pois/berge-seen/freising,,true,GeoCoordinates,11.743957,48.400827,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,8bb85b875265b2c5bc0e456ce34b68a5,Fürstenfeldbruck,Fürstenfeldbruck ist bekannt für sein prachtvolles spätbarockes Sühnekloster und für die einflussreiche Familie der Millers. Ferdinand von Miller schuf 1850 die Bavaria-Statue am Münchner Oktoberfestgelände. Sein Sohn Oskar versorgte Fürstenfeldbruck als eine der ersten bayerischen Gemeinden mit Strom und gründete 1903 das Deutsche Museum in München.,"Amperbrücke, Fürstenfeldbruck",https://www.muenchen.travel/pois/berge-seen/fuerstenfeldbruck,,true,GeoCoordinates,11.255908,48.176696,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,67bd00f361f5feda7e0177057a51c6e0,Garmisch-Partenkirchen,Lust auf einen Ausflug in die Berge? Garmisch-Partenkirchen liegt inmitten atemberaubender Gipfel zu Füßen der 2.962 Meter hohen Zugspitze.,Garmisch-Partenkirchen,https://www.gapa.de/,+49 8821 180700,true,GeoCoordinates,11.0954984,47.4916945,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,schöne Plätze,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,d1675e2ce461ef4a996763fd0aac7595,Sammlung Goetz,"VORRÜBERGEHEND GESCHLOSSEN // Die Sammlung Goetz ist eine international bedeutende Sammlung zeitgenössischer Kunst in München. In einem Haus aus Glas und Beton kann man 4.500 Arbeiten von gut 500 Künstler*innen bestaunen – Zeichnungen, Fotografien und auch jede Menge Videokunst sowie Installationen.","Oberföhringer Straße 103, 81925 München",https://www.sammlung-goetz.de/,+49 (0)89 9593969-0,true,GeoCoordinates,11.62307,48.16619,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen::Kunst,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,5d8bda523ac1f1afdf30275066c35251,Ruderregatta-Anlage Oberschleißheim,Nur drei Kilometer von Schloss Schleißheim entfernt trifft man auf ein Relikt der Olympischen Sommerspiele von 1972 in München: Die Ruderregatta-Anlage in Oberschleißheim. Bis heute wird sie vielseitig und gerne für Sport und Freizeit genutzt.,Ruderregatta Oberschleißheim,https://www.leistungszentrum-muenchen.de/,+49 89 315850,true,GeoCoordinates,11.526387,48.251743,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Sport,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,ff0c6c0351b8b5547d52fcc1b1200fd6,Therme Erding,Spaß haben und Relaxen in der größten Therme der Welt. Nur 40 Kilometer nordöstlich von München tauchen Sie ein in ein Bade- und Freizeitparadies der Extraklasse.,Thermenallee 1-5,http://www.therme-erding.de/,+49 8122 5500,true,GeoCoordinates,11.886794,48.2901803,ImageObject,,,Person,,,,Gesundheit & Wellness,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,8916df571c669f1bf1da4f17cf197d9c,Tierpark Hellabrunn,"Ein faszinierender Ausflug für Kinder und Erwachsene: Der Tierpark Hellabrunn eröffnete 1911, damals der erste Geozoo der Welt. Und noch heute leben hier rund 18.500 Tiere in einem Landschaftsschutzgebiet direkt an der Münchner Isar.","Tierparkstraße 30, 81543 München",http://www.hellabrunn.de/,+49 89 625080,true,GeoCoordinates,11.551473597978,48.100575483768,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,sonstige Erlebnisse,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,f237ce9d63c612e1ec6e88b1fcf899b1,Time Ride,7000 Jahre bayerische Geschichte im Flug erleben – mit Time Ride ist das nun möglich. Durch die VR-Technik macht das Unternehmen zwei Menschheitsträume gleichzeitig erlebbar: das Zeitreisen und das Fliegen.,"Tal 21, 80331 München",https://timeride.de/muenchen/,004989 26010116,true,GeoCoordinates,11.5800933,48.1360672,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,sonstige Erlebnisse,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,9111a053d5d7e1d183a912bdffccbb99,Alte Saline Bad Reichenhall,Der Kurort Bad Reichenhall liegt im Berchtesgadener Land rund eineinhalb Stunden von München entfernt. Reichenhall bedeutet „reich an Salz“ – über den Salzhandel ist der Ort eng mit der Gründung Münchens im Mittelalter verbunden. Eine Besucherattraktion sind die Stollengänge der aufgelassenen Alten Saline und das angrenzende Salzmuseum. ,Alte Saline Bad Reichenhall,https://www.alte-saline.de/de,+49 (0)8651/7002-6146,true,GeoCoordinates,12.877362,47.721055,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,73ac3c3b6707432af8f93ed0e1c95768,Ammersee,"Der Ammersee gehört mit dem Starnberger See, Pilsensee, Wörthsee und Weßlinger See zur „Kulturlandschaft Starnberg Ammersee“ bei München. Er ist nicht nur einer der größten Seen Bayerns, sondern auch ein beliebtes Ausflugsziel für Ruhesuchende.",,https://www.muenchen.travel/pois/berge-seen/ammersee,,true,GeoCoordinates,,,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,b0a814de5cafe5e8a85babd01c373598,Chiemsee,"Der Chiemsee zählt zu den beliebtesten Ausflugszielen im Münchner Umland. Kein Wunder, denn am größten See Bayerns kann man nicht nur Wassersporteln, im Strandbad entspannen oder eine Fahrradtour machen, sondern zwischen Kloster Seeon und Schloss Herrenchiemsee auch jede Menge Kultur erleben.",,https://www.muenchen.travel/pois/berge-seen/chiemsee,,true,GeoCoordinates,,,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,bf5f770373a8d4008f9c71e1c8ee5583,Kehlsteinhaus,Das Kehlsteinhaus auf 1834 Metern Höhe ist ein historischer Aussichtspunkt hoch über Berchtesgaden mit überwältigendem Panoramablick.,"Kehlsteinhaus, 83471 Berchtesgaden",https://www.kehlsteinhaus.de/,+49 8652 6565070,true,GeoCoordinates,13.0420885,47.6114199,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,ac7dea4638f60820e53d9a232bd570d5,Kloster Andechs,"Wenn die Einheimischen „zum Heiligen Berg“ pilgern, dann meinen sie damit keineswegs einen der zahlreichen Voralpengipfel, sondern das Kloster Andechs hoch über dem Ostufer des Ammersees.","Bergstraße 2, 82346 Andechs",http://www.andechs.de/en/,+49 8152 3760,true,GeoCoordinates,11.1831188,47.9743387,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Aussichtspunkte,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,5ca6ab4e409cf31f5bf21b686c74d007,Königssee,Smaragdgrünes Wasser zu Füßen der legendären Watzmann-Ostwand – ein Ausflug zum Königssee im Nationalpark Berchtesgaden ist ein einmaliges Naturerlebnis.,Königssee,https://www.berchtesgaden.de/home,+49 8652 6565050,true,GeoCoordinates,12.991293011185,47.575317611685,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,233e7abf94c0c3fd1c5e167d76af27df,Neues Schloss Herrenchiemsee,Auf der Herreninsel im Chiemsee hat sich König Ludwig II. ab 1878 ein zweites Versailles geschaffen. Schloss Herrenchiemsee ist der letzte und prunkvollste Bau des Märchenkönigs.,83209 Herrenchiemsee,http://www.herrenchiemsee.de/deutsch/n_schloss/index.htm,+49 89 179080,true,GeoCoordinates,12.4020819,47.8604737,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,77dac131da601485f25cd4181543e385,Salzbergwerk Berchtesgaden,"Eine Schifffahrt im Inneren eines Berges mit Lasershow am See? Geht das denn? Ja, und zwar im Salzbergwerk Berchtesgaden. Bei einer geführten Tour durch das über 500 Jahre alte Bergwerk erfährt man darüber hinaus viel Spannendes zum Thema Salzabbau.",Salzbergwerk Berchtesgaden,https://www.salzbergwerk.de/de,+49 (0)8652/6002-0,true,GeoCoordinates,13.017745,47.637693,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,502d291d4bdc071d67f104bcbd5a8e8f,Schloss Linderhof,"Und plötzlich fühlt man sich dem bayerischen Märchenkönig ganz nahe: Linderhof gilt als das Lieblingsschloss Ludwig II., in dem er sich mit großem Abstand am häufigsten aufhielt.      ",Linderhof 12 82488 Ettal,http://www.schlosslinderhof.de/,+49 (0)882292030,true,GeoCoordinates,10.9608242,47.5716123,ImageObject,,,Person,,,,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,3c3a706f1291e9dcedb3a96e730de87c,Schloss Neuschwanstein,"König Ludwig II. hatte sein Märchenschloss Neuschwanstein erbaut, um sich vor der Öffentlichkeit zurückzuziehen. Nur sieben Wochen nach seinem Tod wurde es im Jahr 1886 dem Publikum geöffnet.",Neuschwansteinstr. 20 87645 Schwangau,http://www.neuschwanstein.de/,+49 8362 939880,true,GeoCoordinates,10.7497066,47.5575116,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,378d6036930164aa1b239878bd42d32d,Starnberger See,"Nur rund 20 Kilometer südwestlich der Stadt liegt die „Badewanne Münchens“. Wer Lust auf Schwimmen, Fahrradfahren, Spazierengehen oder Boot fahren hat, ist am Starnberger See genau richtig.","Seepromenade 1, Starnberg",http://www.sta5.de/,+49 81 5190600,true,GeoCoordinates,11.3398498,47.9938855,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,838a66f62694f6735bcb0e903c92e56d,Tegernsee,"Eingebettet zwischen dunkelgrün bewaldeten Anhöhen liegt der Tegernsee. Sein Ufer ist von Schilf und alten Eichen gesäumt. Dahinter wiegen sich die Masten der Segelboote im Wind. Vor dem Bräustüberl in Tegernsee hat das Glück eine Farbe: Gelb. Gelb wie die Fassade des Klosters, das frische Bier und die Abendsonne, in der Gäste einen erlebnisreichen Tag ausklingen lassen.",tegernsee,https://www.tegernsee.com/,+49 8022 92738-0,true,GeoCoordinates,11.738377,47.718147,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,2c8c0676802d2888a0a9c6f3a763799a,Walchensee,"Der Walchensee wird aufgrund seines türkisgrünen Wassers auch „Bayerische Karibik“ genannt. Hier kann man nicht nur toll baden, sondern dank der lokalen Thermik auch Windsurfen oder auf einen der beliebten Münchner Hausberge wandern.",,https://www.muenchen.travel/pois/berge-seen/walchensee,,true,GeoCoordinates,,,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,0f5cf10f8b15896a97ef604495ad39a2,Watzmann,Der Watzmann fasziniert seit jeher Alpinisten aus der ganzen Welt. Man muss aber nicht unbedingt seine Höhe von 2713 Metern erklimmen – auch vom Tal aus ist der Anblick des Massivs extrem beeindruckend.,Watzmann,https://www.muenchen.travel/pois/berge-seen/watzmann,,true,GeoCoordinates,12.9191667,47.5516667,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Natur,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,e7e61d114d97a5df26db7c5698d2b49b,Wieskirche,Die Wieskirche im Bayerischen Oberland ist eine der berühmtesten Rokokokirchen der Welt. Seit 1983 gehört sie zum UNESCO-Weltkulturerbe.,"Wies 12, Steingaden",http://wieskirche.de/,+49 8862 932930,true,GeoCoordinates,10.90092,47.68065,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Religiöse Veranstaltungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,7e52ee03b5e56dada5fa2841a18262fe,Bayerisches Nationalmuseum,Das Bayerische Nationalmuseum an der Prinzregentenstraße zählt zu den großen kunst- und kulturhistorischen Museen in Europa.,"Prinzregentenstraße 3, 80538 München ",http://www.bayerisches-nationalmuseum.de/,+49 89 2112401,true,GeoCoordinates,11.5906394,48.1431278,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,87fcf357e7bff0191fc69c851a3c3305,Bier- und Oktoberfestmuseum,Woher kommt die bayerische Maß Bier? Und wie konnte sich das Oktoberfest von einem Pferderennen zum größten Volksfest der Welt entwickeln?,"Sterneckerstraße 2, 80331 München",http://www.bier-und-oktoberfestmuseum.de/,+49 89 24231607,true,GeoCoordinates,11.58022,48.13529,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Tradition & Brauchtum,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,93ac696c149636a285024b53da8f7ee7,BMW Museum,In dem liebevoll als „Weißwurstkessel“ bezeichneten Gebäude wird die Geschichte des Autobauers BMW erzählt.,"Am Olympiapark 2, 80809 München",https://www.bmw-welt.com/de.html,+49 89 125016001,true,GeoCoordinates,11.556791830688,48.176669456312,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,4e5f46f3126325f3fe2d3eaaf2c2269f,Cuvilliés-Theater,Sogar Napoleon war schon hier zu Gast: Das Cuvilliés-Theater in der Münchner Residenz gilt als das schönste Rokokotheater Deutschlands.,80333 München Residenzstraße 1,https://www.residenztheater.de/,+49 89 2185 2025,true,GeoCoordinates,11.580104160956,48.140902207648,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Aufführungen::Theater,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,1b7d13e1412816c85faf14a9da829045,Deutsches Museum,"Das Deutsche Museum in München ist eines der traditionsreichsten und größten Wissenschafts- und Technikmuseen der Welt. Nach dem Umbau wurde am 8. Juli 2022 der erste Teil des Gebäudes mit 19 neuen Dauerausstellungen wiedereröffnet. Dafür schließen nun die Starkstromanlage und das Bergwerk für mehrere Jahre, in denen sie generalsaniert werden. Alle Infos für Ihren Besuch.","Museumsinsel 1, 80538 München",http://www.deutsches-museum.de/,+49 89 2179333,true,GeoCoordinates,11.582966716919,48.130108545269,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,0d8e80b95a01ed36434ab4064e3e5960,Deutsches Museum Flugwerft Schleißheim,In der Flugwerft Schleißheim lassen sich in zwei Hallen über 70 Flugobjekte bestaunen – vom modernen Kampfjet bis zum historischen Holzflieger ist für Groß und Klein etwas dabei. Nicht verpassen sollten Sie außerdem die gläserne Werkstatt! ,"Effnerstraße 18, 85764 Oberschleißheim",http://www.deutsches-museum.de/flugwerft,+49 89 2179333,true,GeoCoordinates,11.55579,48.245271,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,5ff3c352091bcaa2b9d03bbbb88561f5,Deutsches Museum Verkehrszentrum,Das Verkehrszentrum am Bavariapark ist Teil des Deutschen Museums. Hier entdecken Gäste auf 12.000 Quadratmetern Ausstellungsfläche einzigartige Fortbewegungsmittel – wie das erste Auto mit Verbrennungsmotor.,"Am Bavariapark 5, 80339 München",http://www.deutsches-museum.de/verkehrszentrum,+49 89 2179333,true,GeoCoordinates,11.542953,48.13254,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
https://schema.org,TouristAttraction,afa5cbba7a96ae1db87f4fb935521652,Die Neue Sammlung in der Pinakothek der Moderne,Das erste und größte Designmuseum der Welt zeigt Meilensteine des Produkt- und Industriedesigns vom Bauhaus bis zur Gegenwart.,"Barerstraße 40, 80333 München",https://www.pinakothek.de/besuch/pinakothek-der-moderne,+49 89 2727250,true,GeoCoordinates,11.571698916147,48.147575758969,ImageObject,,,Person,,,https://creativecommons.org/publicdomain/zero/1.0/legalcode,Ausstellung & Führungen,https://creativecommons.org/publicdomain/zero/1.0/legalcode
